id,name,symbol,slug,rank,is_active,first_historical_data,last_historical_data
5816,Rewardiqa,REW,rewardiqa,2310,1,2020-07-13T02:24:17.000Z,2021-08-12T21:49:06.000Z
5816,Rewardiqa,REW,rewardiqa,2310,1,2020-07-13T02:24:17.000Z,2021-08-12T21:49:06.000Z
5816,Rewardiqa,REW,rewardiqa,2310,1,2020-07-13T02:24:17.000Z,2021-08-12T21:49:06.000Z
5816,Rewardiqa,REW,rewardiqa,2310,1,2020-07-13T02:24:17.000Z,2021-08-12T21:49:06.000Z
5816,Rewardiqa,REW,rewardiqa,2310,1,2020-07-13T02:24:17.000Z,2021-08-12T21:49:06.000Z
5818,Ormeus Cash,OMC,ormeus-cash,2009,1,2020-07-07T21:59:08.000Z,2021-08-12T21:49:06.000Z
5818,Ormeus Cash,OMC,ormeus-cash,2009,1,2020-07-07T21:59:08.000Z,2021-08-12T21:49:06.000Z
5818,Ormeus Cash,OMC,ormeus-cash,2009,1,2020-07-07T21:59:08.000Z,2021-08-12T21:49:06.000Z
5818,Ormeus Cash,OMC,ormeus-cash,2009,1,2020-07-07T21:59:08.000Z,2021-08-12T21:49:06.000Z
5818,Ormeus Cash,OMC,ormeus-cash,2009,1,2020-07-07T21:59:08.000Z,2021-08-12T21:49:06.000Z
5820,Gstcoin,GST,gstcoin,4114,1,2020-07-07T22:29:08.000Z,2021-08-12T21:49:06.000Z
5821,Aleph.im,ALEPH,aleph-im,702,1,2020-07-08T11:49:19.000Z,2021-08-12T21:49:06.000Z
5821,Aleph.im,ALEPH,aleph-im,702,1,2020-07-08T11:49:19.000Z,2021-08-12T21:49:06.000Z
5821,Aleph.im,ALEPH,aleph-im,702,1,2020-07-08T11:49:19.000Z,2021-08-12T21:49:06.000Z
5821,Aleph.im,ALEPH,aleph-im,702,1,2020-07-08T11:49:19.000Z,2021-08-12T21:49:06.000Z
5821,Aleph.im,ALEPH,aleph-im,702,1,2020-07-08T11:49:19.000Z,2021-08-12T21:49:06.000Z
5824,Smooth Love Potion,SLP,smooth-love-potion,186,1,2020-07-08T04:29:21.000Z,2021-08-12T21:49:06.000Z
5824,Smooth Love Potion,SLP,smooth-love-potion,186,1,2020-07-08T04:29:21.000Z,2021-08-12T21:49:06.000Z
5824,Smooth Love Potion,SLP,smooth-love-potion,186,1,2020-07-08T04:29:21.000Z,2021-08-12T21:49:06.000Z
5824,Smooth Love Potion,SLP,smooth-love-potion,186,1,2020-07-08T04:29:21.000Z,2021-08-12T21:49:06.000Z
5824,Smooth Love Potion,SLP,smooth-love-potion,186,1,2020-07-08T04:29:21.000Z,2021-08-12T21:49:06.000Z
5826,EtherBone,ETHBN,etherbone,5311,1,2020-07-20T19:29:16.000Z,2021-08-12T21:49:06.000Z
5826,EtherBone,ETHBN,etherbone,5311,1,2020-07-20T19:29:16.000Z,2021-08-12T21:49:06.000Z
5826,EtherBone,ETHBN,etherbone,5311,1,2020-07-20T19:29:16.000Z,2021-08-12T21:49:06.000Z
5826,EtherBone,ETHBN,etherbone,5311,1,2020-07-20T19:29:16.000Z,2021-08-12T21:49:06.000Z
5826,EtherBone,ETHBN,etherbone,5311,1,2020-07-20T19:29:16.000Z,2021-08-12T21:49:06.000Z
5827,AntiscamToken,AST,antiscamtoken,5312,1,2020-08-24T22:19:18.000Z,2021-08-12T21:49:06.000Z
5827,AntiscamToken,AST,antiscamtoken,5312,1,2020-08-24T22:19:18.000Z,2021-08-12T21:49:06.000Z
5827,AntiscamToken,AST,antiscamtoken,5312,1,2020-08-24T22:19:18.000Z,2021-08-12T21:49:06.000Z
5827,AntiscamToken,AST,antiscamtoken,5312,1,2020-08-24T22:19:18.000Z,2021-08-12T21:49:06.000Z
5827,AntiscamToken,AST,antiscamtoken,5312,1,2020-08-24T22:19:18.000Z,2021-08-12T21:49:06.000Z
5828,VN Token,VN,vn-token,5091,1,2020-07-09T00:04:18.000Z,2021-08-12T21:49:06.000Z
5828,VN Token,VN,vn-token,5091,1,2020-07-09T00:04:18.000Z,2021-08-12T21:49:06.000Z
5828,VN Token,VN,vn-token,5091,1,2020-07-09T00:04:18.000Z,2021-08-12T21:49:06.000Z
5828,VN Token,VN,vn-token,5091,1,2020-07-09T00:04:18.000Z,2021-08-12T21:49:06.000Z
5828,VN Token,VN,vn-token,5091,1,2020-07-09T00:04:18.000Z,2021-08-12T21:49:06.000Z
5829,TrustSwap,SWAP,trustswap,378,1,2020-07-10T04:09:27.000Z,2021-08-12T21:49:06.000Z
5829,TrustSwap,SWAP,trustswap,378,1,2020-07-10T04:09:27.000Z,2021-08-12T21:49:06.000Z
5829,TrustSwap,SWAP,trustswap,378,1,2020-07-10T04:09:27.000Z,2021-08-12T21:49:06.000Z
5829,TrustSwap,SWAP,trustswap,378,1,2020-07-10T04:09:27.000Z,2021-08-12T21:49:06.000Z
5829,TrustSwap,SWAP,trustswap,378,1,2020-07-10T04:09:27.000Z,2021-08-12T21:49:06.000Z
5830,NXM,NXM,nxm,217,1,2020-07-20T18:29:20.000Z,2021-08-12T21:49:06.000Z
5830,NXM,NXM,nxm,217,1,2020-07-20T18:29:20.000Z,2021-08-12T21:49:06.000Z
5830,NXM,NXM,nxm,217,1,2020-07-20T18:29:20.000Z,2021-08-12T21:49:06.000Z
5830,NXM,NXM,nxm,217,1,2020-07-20T18:29:20.000Z,2021-08-12T21:49:06.000Z
5830,NXM,NXM,nxm,217,1,2020-07-20T18:29:20.000Z,2021-08-12T21:49:06.000Z
5831,Pizza,PIZZA,pizza,1527,1,2020-07-27T03:19:22.000Z,2021-08-12T21:49:06.000Z
5831,Pizza,PIZZA,pizza,1527,1,2020-07-27T03:19:22.000Z,2021-08-12T21:49:06.000Z
5831,Pizza,PIZZA,pizza,1527,1,2020-07-27T03:19:22.000Z,2021-08-12T21:49:06.000Z
5831,Pizza,PIZZA,pizza,1527,1,2020-07-27T03:19:22.000Z,2021-08-12T21:49:06.000Z
5831,Pizza,PIZZA,pizza,1527,1,2020-07-27T03:19:22.000Z,2021-08-12T21:49:06.000Z
5833,ASKO,ASKO,askobar-network,1241,1,2020-07-13T09:44:23.000Z,2021-08-12T21:49:06.000Z
5833,ASKO,ASKO,askobar-network,1241,1,2020-07-13T09:44:23.000Z,2021-08-12T21:49:06.000Z
5833,ASKO,ASKO,askobar-network,1241,1,2020-07-13T09:44:23.000Z,2021-08-12T21:49:06.000Z
5833,ASKO,ASKO,askobar-network,1241,1,2020-07-13T09:44:23.000Z,2021-08-12T21:49:06.000Z
5833,ASKO,ASKO,askobar-network,1241,1,2020-07-13T09:44:23.000Z,2021-08-12T21:49:06.000Z
5834,Add.xyz,ADD,add-xyz,1596,1,2020-07-27T12:24:04.000Z,2021-08-12T21:49:06.000Z
5834,Add.xyz,ADD,add-xyz,1596,1,2020-07-27T12:24:04.000Z,2021-08-12T21:49:06.000Z
5834,Add.xyz,ADD,add-xyz,1596,1,2020-07-27T12:24:04.000Z,2021-08-12T21:49:06.000Z
5834,Add.xyz,ADD,add-xyz,1596,1,2020-07-27T12:24:04.000Z,2021-08-12T21:49:06.000Z
5834,Add.xyz,ADD,add-xyz,1596,1,2020-07-27T12:24:04.000Z,2021-08-12T21:49:06.000Z
5835,Decentr,DEC,decentr,964,1,2020-07-14T00:09:25.000Z,2021-08-12T21:49:06.000Z
5835,Decentr,DEC,decentr,964,1,2020-07-14T00:09:25.000Z,2021-08-12T21:49:06.000Z
5835,Decentr,DEC,decentr,964,1,2020-07-14T00:09:25.000Z,2021-08-12T21:49:06.000Z
5835,Decentr,DEC,decentr,964,1,2020-07-14T00:09:25.000Z,2021-08-12T21:49:06.000Z
5835,Decentr,DEC,decentr,964,1,2020-07-14T00:09:25.000Z,2021-08-12T21:49:06.000Z
5836,Idena,IDNA,idena,1110,1,2020-08-11T19:09:15.000Z,2021-08-12T21:49:06.000Z
5837,DoDreamChain,DRM,dodreamchain,4385,1,2020-07-14T00:59:22.000Z,2021-08-12T21:49:06.000Z
5837,DoDreamChain,DRM,dodreamchain,4385,1,2020-07-14T00:59:22.000Z,2021-08-12T21:49:06.000Z
5837,DoDreamChain,DRM,dodreamchain,4385,1,2020-07-14T00:59:22.000Z,2021-08-12T21:49:06.000Z
5837,DoDreamChain,DRM,dodreamchain,4385,1,2020-07-14T00:59:22.000Z,2021-08-12T21:49:06.000Z
5837,DoDreamChain,DRM,dodreamchain,4385,1,2020-07-14T00:59:22.000Z,2021-08-12T21:49:06.000Z
5839,AnimalGo,GOM2,animalgo,928,1,2020-07-14T01:24:21.000Z,2021-08-12T21:49:06.000Z
5839,AnimalGo,GOM2,animalgo,928,1,2020-07-14T01:24:21.000Z,2021-08-12T21:49:06.000Z
5839,AnimalGo,GOM2,animalgo,928,1,2020-07-14T01:24:21.000Z,2021-08-12T21:49:06.000Z
5839,AnimalGo,GOM2,animalgo,928,1,2020-07-14T01:24:21.000Z,2021-08-12T21:49:06.000Z
5839,AnimalGo,GOM2,animalgo,928,1,2020-07-14T01:24:21.000Z,2021-08-12T21:49:06.000Z
5840,Insight Protocol,INX,insight-protocol,2189,1,2020-07-18T17:14:29.000Z,2021-08-12T21:49:06.000Z
5840,Insight Protocol,INX,insight-protocol,2189,1,2020-07-18T17:14:29.000Z,2021-08-12T21:49:06.000Z
5840,Insight Protocol,INX,insight-protocol,2189,1,2020-07-18T17:14:29.000Z,2021-08-12T21:49:06.000Z
5840,Insight Protocol,INX,insight-protocol,2189,1,2020-07-18T17:14:29.000Z,2021-08-12T21:49:06.000Z
5840,Insight Protocol,INX,insight-protocol,2189,1,2020-07-18T17:14:29.000Z,2021-08-12T21:49:06.000Z
5841,NEST Protocol,NEST,nest-protocol,555,1,2020-07-14T01:44:13.000Z,2021-08-12T21:49:06.000Z
5841,NEST Protocol,NEST,nest-protocol,555,1,2020-07-14T01:44:13.000Z,2021-08-12T21:49:06.000Z
5841,NEST Protocol,NEST,nest-protocol,555,1,2020-07-14T01:44:13.000Z,2021-08-12T21:49:06.000Z
5841,NEST Protocol,NEST,nest-protocol,555,1,2020-07-14T01:44:13.000Z,2021-08-12T21:49:06.000Z
5841,NEST Protocol,NEST,nest-protocol,555,1,2020-07-14T01:44:13.000Z,2021-08-12T21:49:06.000Z
5842,PUML Better Health,PUML,puml-better-health,3735,1,2020-11-01T03:30:00.000Z,2021-08-12T21:50:06.000Z
5843,STONK,STONK,stonk,5052,1,2020-07-14T02:04:30.000Z,2021-08-12T21:49:06.000Z
5843,STONK,STONK,stonk,5052,1,2020-07-14T02:04:30.000Z,2021-08-12T21:49:06.000Z
5843,STONK,STONK,stonk,5052,1,2020-07-14T02:04:30.000Z,2021-08-12T21:49:06.000Z
5843,STONK,STONK,stonk,5052,1,2020-07-14T02:04:30.000Z,2021-08-12T21:49:06.000Z
5843,STONK,STONK,stonk,5052,1,2020-07-14T02:04:30.000Z,2021-08-12T21:49:06.000Z
5844,Cipher Core Token,CIPHC,cipher-core-token,5313,1,2020-07-14T02:24:24.000Z,2021-08-12T21:49:06.000Z
5844,Cipher Core Token,CIPHC,cipher-core-token,5313,1,2020-07-14T02:24:24.000Z,2021-08-12T21:49:06.000Z
5844,Cipher Core Token,CIPHC,cipher-core-token,5313,1,2020-07-14T02:24:24.000Z,2021-08-12T21:49:06.000Z
5844,Cipher Core Token,CIPHC,cipher-core-token,5313,1,2020-07-14T02:24:24.000Z,2021-08-12T21:49:06.000Z
5844,Cipher Core Token,CIPHC,cipher-core-token,5313,1,2020-07-14T02:24:24.000Z,2021-08-12T21:49:06.000Z
5847,Defis,XGM,defis,2285,1,2020-07-14T21:44:19.000Z,2021-08-12T21:49:06.000Z
5849,NoleCoin,NOLE,nolecoin,5314,1,2021-03-29T21:40:00.000Z,2021-08-12T21:50:06.000Z
5849,NoleCoin,NOLE,nolecoin,5314,1,2021-03-29T21:40:00.000Z,2021-08-12T21:50:06.000Z
5849,NoleCoin,NOLE,nolecoin,5314,1,2021-03-29T21:40:00.000Z,2021-08-12T21:50:06.000Z
5849,NoleCoin,NOLE,nolecoin,5314,1,2021-03-29T21:40:00.000Z,2021-08-12T21:50:06.000Z
5849,NoleCoin,NOLE,nolecoin,5314,1,2021-03-29T21:40:00.000Z,2021-08-12T21:50:06.000Z
5850,Bitpayer Token,BPT,bitpayer-token,5315,1,2020-07-14T22:39:23.000Z,2021-08-12T21:49:06.000Z
5850,Bitpayer Token,BPT,bitpayer-token,5315,1,2020-07-14T22:39:23.000Z,2021-08-12T21:49:06.000Z
5850,Bitpayer Token,BPT,bitpayer-token,5315,1,2020-07-14T22:39:23.000Z,2021-08-12T21:49:06.000Z
5850,Bitpayer Token,BPT,bitpayer-token,5315,1,2020-07-14T22:39:23.000Z,2021-08-12T21:49:06.000Z
5850,Bitpayer Token,BPT,bitpayer-token,5315,1,2020-07-14T22:39:23.000Z,2021-08-12T21:49:06.000Z
5853,LivenPay,LVN,livenpay,5138,1,2020-07-14T23:09:12.000Z,2021-08-12T21:49:06.000Z
5853,LivenPay,LVN,livenpay,5138,1,2020-07-14T23:09:12.000Z,2021-08-12T21:49:06.000Z
5853,LivenPay,LVN,livenpay,5138,1,2020-07-14T23:09:12.000Z,2021-08-12T21:49:06.000Z
5853,LivenPay,LVN,livenpay,5138,1,2020-07-14T23:09:12.000Z,2021-08-12T21:49:06.000Z
5853,LivenPay,LVN,livenpay,5138,1,2020-07-14T23:09:12.000Z,2021-08-12T21:49:06.000Z
5855,BELIEVER,BLVR,believer,5316,1,2020-07-14T23:39:28.000Z,2021-08-12T21:49:06.000Z
5855,BELIEVER,BLVR,believer,5316,1,2020-07-14T23:39:28.000Z,2021-08-12T21:49:06.000Z
5855,BELIEVER,BLVR,believer,5316,1,2020-07-14T23:39:28.000Z,2021-08-12T21:49:06.000Z
5855,BELIEVER,BLVR,believer,5316,1,2020-07-14T23:39:28.000Z,2021-08-12T21:49:06.000Z
5855,BELIEVER,BLVR,believer,5316,1,2020-07-14T23:39:28.000Z,2021-08-12T21:49:06.000Z
5856,Bankroll Vault,VLT,bankroll-vault,5317,1,2020-07-15T05:34:14.000Z,2021-08-12T21:49:06.000Z
5856,Bankroll Vault,VLT,bankroll-vault,5317,1,2020-07-15T05:34:14.000Z,2021-08-12T21:49:06.000Z
5856,Bankroll Vault,VLT,bankroll-vault,5317,1,2020-07-15T05:34:14.000Z,2021-08-12T21:49:06.000Z
5856,Bankroll Vault,VLT,bankroll-vault,5317,1,2020-07-15T05:34:14.000Z,2021-08-12T21:49:06.000Z
5856,Bankroll Vault,VLT,bankroll-vault,5317,1,2020-07-15T05:34:14.000Z,2021-08-12T21:49:06.000Z
5857,FLAMA,FMA,flama,4787,1,2020-07-22T01:09:14.000Z,2021-08-12T21:49:06.000Z
5857,FLAMA,FMA,flama,4787,1,2020-07-22T01:09:14.000Z,2021-08-12T21:49:06.000Z
5857,FLAMA,FMA,flama,4787,1,2020-07-22T01:09:14.000Z,2021-08-12T21:49:06.000Z
5857,FLAMA,FMA,flama,4787,1,2020-07-22T01:09:14.000Z,2021-08-12T21:49:06.000Z
5857,FLAMA,FMA,flama,4787,1,2020-07-22T01:09:14.000Z,2021-08-12T21:49:06.000Z
5858,QANplatform,QARK,qanplatform,1402,1,2020-07-22T00:59:13.000Z,2021-08-12T21:49:06.000Z
5858,QANplatform,QARK,qanplatform,1402,1,2020-07-22T00:59:13.000Z,2021-08-12T21:49:06.000Z
5858,QANplatform,QARK,qanplatform,1402,1,2020-07-22T00:59:13.000Z,2021-08-12T21:49:06.000Z
5858,QANplatform,QARK,qanplatform,1402,1,2020-07-22T00:59:13.000Z,2021-08-12T21:49:06.000Z
5858,QANplatform,QARK,qanplatform,1402,1,2020-07-22T00:59:13.000Z,2021-08-12T21:49:06.000Z
5862,sDEFI,SDEFI,sdefi,5318,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5862,sDEFI,SDEFI,sdefi,5318,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5862,sDEFI,SDEFI,sdefi,5318,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5862,sDEFI,SDEFI,sdefi,5318,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5862,sDEFI,SDEFI,sdefi,5318,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5863,sXAG,SXAG,sxag,5319,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5863,sXAG,SXAG,sxag,5319,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5863,sXAG,SXAG,sxag,5319,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5863,sXAG,SXAG,sxag,5319,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5863,sXAG,SXAG,sxag,5319,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5864,yearn.finance,YFI,yearn-finance,74,1,2020-07-20T21:44:15.000Z,2021-08-12T21:49:07.000Z
5864,yearn.finance,YFI,yearn-finance,74,1,2020-07-20T21:44:15.000Z,2021-08-12T21:49:07.000Z
5864,yearn.finance,YFI,yearn-finance,74,1,2020-07-20T21:44:15.000Z,2021-08-12T21:49:07.000Z
5864,yearn.finance,YFI,yearn-finance,74,1,2020-07-20T21:44:15.000Z,2021-08-12T21:49:07.000Z
5864,yearn.finance,YFI,yearn-finance,74,1,2020-07-20T21:44:15.000Z,2021-08-12T21:49:07.000Z
5865,FIO Protocol,FIO,fio-protocol,423,1,2020-07-19T04:44:31.000Z,2021-08-12T21:49:06.000Z
5866,DEXTools,DEXT,dextools,576,1,2020-07-19T17:44:36.000Z,2021-08-12T21:49:06.000Z
5866,DEXTools,DEXT,dextools,576,1,2020-07-19T17:44:36.000Z,2021-08-12T21:49:06.000Z
5866,DEXTools,DEXT,dextools,576,1,2020-07-19T17:44:36.000Z,2021-08-12T21:49:06.000Z
5866,DEXTools,DEXT,dextools,576,1,2020-07-19T17:44:36.000Z,2021-08-12T21:49:06.000Z
5866,DEXTools,DEXT,dextools,576,1,2020-07-19T17:44:36.000Z,2021-08-12T21:49:06.000Z
5868,STATERA,STA,statera,1580,1,2020-07-19T18:34:23.000Z,2021-08-12T21:49:07.000Z
5868,STATERA,STA,statera,1580,1,2020-07-19T18:34:23.000Z,2021-08-12T21:49:07.000Z
5868,STATERA,STA,statera,1580,1,2020-07-19T18:34:23.000Z,2021-08-12T21:49:07.000Z
5868,STATERA,STA,statera,1580,1,2020-07-19T18:34:23.000Z,2021-08-12T21:49:07.000Z
5868,STATERA,STA,statera,1580,1,2020-07-19T18:34:23.000Z,2021-08-12T21:49:07.000Z
5871,Falcon Project,FNT,falcon-project,1305,1,2020-07-19T19:54:30.000Z,2021-08-12T21:49:06.000Z
5871,Falcon Project,FNT,falcon-project,1305,1,2020-07-19T19:54:30.000Z,2021-08-12T21:49:06.000Z
5871,Falcon Project,FNT,falcon-project,1305,1,2020-07-19T19:54:30.000Z,2021-08-12T21:49:06.000Z
5871,Falcon Project,FNT,falcon-project,1305,1,2020-07-19T19:54:30.000Z,2021-08-12T21:49:06.000Z
5871,Falcon Project,FNT,falcon-project,1305,1,2020-07-19T19:54:30.000Z,2021-08-12T21:49:06.000Z
5873,NextDAO,"NAX",nextdao,1256,1,2020-07-19T20:14:26.000Z,2021-08-12T21:49:06.000Z
5876,Datamine FLUX,FLUX,flux,2030,1,2020-07-20T02:19:34.000Z,2021-08-12T21:49:06.000Z
5876,Datamine FLUX,FLUX,flux,2030,1,2020-07-20T02:19:34.000Z,2021-08-12T21:49:06.000Z
5876,Datamine FLUX,FLUX,flux,2030,1,2020-07-20T02:19:34.000Z,2021-08-12T21:49:06.000Z
5876,Datamine FLUX,FLUX,flux,2030,1,2020-07-20T02:19:34.000Z,2021-08-12T21:49:06.000Z
5876,Datamine FLUX,FLUX,flux,2030,1,2020-07-20T02:19:34.000Z,2021-08-12T21:49:06.000Z
5877,Rarible,RARI,rarible,417,1,2020-07-20T04:44:30.000Z,2021-08-12T21:49:06.000Z
5877,Rarible,RARI,rarible,417,1,2020-07-20T04:44:30.000Z,2021-08-12T21:49:06.000Z
5877,Rarible,RARI,rarible,417,1,2020-07-20T04:44:30.000Z,2021-08-12T21:49:06.000Z
5877,Rarible,RARI,rarible,417,1,2020-07-20T04:44:30.000Z,2021-08-12T21:49:06.000Z
5877,Rarible,RARI,rarible,417,1,2020-07-20T04:44:30.000Z,2021-08-12T21:49:06.000Z
5879,bZx Vesting Token,VBZRX,vbzrx,5320,1,2020-08-05T23:04:16.000Z,2021-08-12T21:49:06.000Z
5879,bZx Vesting Token,VBZRX,vbzrx,5320,1,2020-08-05T23:04:16.000Z,2021-08-12T21:49:06.000Z
5879,bZx Vesting Token,VBZRX,vbzrx,5320,1,2020-08-05T23:04:16.000Z,2021-08-12T21:49:06.000Z
5879,bZx Vesting Token,VBZRX,vbzrx,5320,1,2020-08-05T23:04:16.000Z,2021-08-12T21:49:06.000Z
5879,bZx Vesting Token,VBZRX,vbzrx,5320,1,2020-08-05T23:04:16.000Z,2021-08-12T21:49:06.000Z
5880,Props Token,PROPS,props,768,1,2020-07-20T05:44:31.000Z,2021-08-12T21:49:06.000Z
5880,Props Token,PROPS,props,768,1,2020-07-20T05:44:31.000Z,2021-08-12T21:49:06.000Z
5880,Props Token,PROPS,props,768,1,2020-07-20T05:44:31.000Z,2021-08-12T21:49:06.000Z
5880,Props Token,PROPS,props,768,1,2020-07-20T05:44:31.000Z,2021-08-12T21:49:06.000Z
5880,Props Token,PROPS,props,768,1,2020-07-20T05:44:31.000Z,2021-08-12T21:49:06.000Z
5881,Balloon-X,BLX,balloon-x,3335,1,2020-07-21T03:54:16.000Z,2021-08-12T21:49:06.000Z
5881,Balloon-X,BLX,balloon-x,3335,1,2020-07-21T03:54:16.000Z,2021-08-12T21:49:06.000Z
5881,Balloon-X,BLX,balloon-x,3335,1,2020-07-21T03:54:16.000Z,2021-08-12T21:49:06.000Z
5881,Balloon-X,BLX,balloon-x,3335,1,2020-07-21T03:54:16.000Z,2021-08-12T21:49:06.000Z
5881,Balloon-X,BLX,balloon-x,3335,1,2020-07-21T03:54:16.000Z,2021-08-12T21:49:06.000Z
5882,Stafi,FIS,stafi,631,1,2020-09-13T20:44:26.000Z,2021-08-12T21:49:06.000Z
5884,Decurian,ECU,decurian,5321,1,2020-07-21T20:39:15.000Z,2021-08-12T21:49:07.000Z
5884,Decurian,ECU,decurian,5321,1,2020-07-21T20:39:15.000Z,2021-08-12T21:49:07.000Z
5884,Decurian,ECU,decurian,5321,1,2020-07-21T20:39:15.000Z,2021-08-12T21:49:07.000Z
5884,Decurian,ECU,decurian,5321,1,2020-07-21T20:39:15.000Z,2021-08-12T21:49:07.000Z
5884,Decurian,ECU,decurian,5321,1,2020-07-21T20:39:15.000Z,2021-08-12T21:49:07.000Z
5885,EcoDollar,ECOS,ecodollar,4189,1,2020-07-21T20:49:16.000Z,2021-08-12T21:49:06.000Z
5886,Rowan Token,RWN,rowan-token,3591,1,2020-07-21T20:59:15.000Z,2021-08-12T21:49:06.000Z
5888,NEOBITCOIN,NBTC,neobitcoin,5322,1,2020-07-21T21:34:13.000Z,2021-08-12T21:49:07.000Z
5889,snglsDAO,SGT,snglsdao,4460,1,2020-07-21T21:44:13.000Z,2021-08-12T21:49:07.000Z
5889,snglsDAO,SGT,snglsdao,4460,1,2020-07-21T21:44:13.000Z,2021-08-12T21:49:07.000Z
5889,snglsDAO,SGT,snglsdao,4460,1,2020-07-21T21:44:13.000Z,2021-08-12T21:49:07.000Z
5889,snglsDAO,SGT,snglsdao,4460,1,2020-07-21T21:44:13.000Z,2021-08-12T21:49:07.000Z
5889,snglsDAO,SGT,snglsdao,4460,1,2020-07-21T21:44:13.000Z,2021-08-12T21:49:07.000Z
5890,Unit Protocol,COL,unit-protocol,5323,1,2020-07-31T03:04:14.000Z,2021-08-12T21:49:06.000Z
5890,Unit Protocol,COL,unit-protocol,5323,1,2020-07-31T03:04:14.000Z,2021-08-12T21:49:06.000Z
5890,Unit Protocol,COL,unit-protocol,5323,1,2020-07-31T03:04:14.000Z,2021-08-12T21:49:06.000Z
5890,Unit Protocol,COL,unit-protocol,5323,1,2020-07-31T03:04:14.000Z,2021-08-12T21:49:06.000Z
5890,Unit Protocol,COL,unit-protocol,5323,1,2020-07-31T03:04:14.000Z,2021-08-12T21:49:06.000Z
5892,Anyswap,ANY,anyswap,472,1,2020-08-17T20:09:21.000Z,2021-08-12T21:49:06.000Z
5892,Anyswap,ANY,anyswap,472,1,2020-08-17T20:09:21.000Z,2021-08-12T21:49:06.000Z
5892,Anyswap,ANY,anyswap,472,1,2020-08-17T20:09:21.000Z,2021-08-12T21:49:06.000Z
5892,Anyswap,ANY,anyswap,472,1,2020-08-17T20:09:21.000Z,2021-08-12T21:49:06.000Z
5892,Anyswap,ANY,anyswap,472,1,2020-08-17T20:09:21.000Z,2021-08-12T21:49:06.000Z
5893,Frontier,FRONT,frontier,467,1,2020-09-15T22:54:15.000Z,2021-08-12T21:49:06.000Z
5893,Frontier,FRONT,frontier,467,1,2020-09-15T22:54:15.000Z,2021-08-12T21:49:06.000Z
5893,Frontier,FRONT,frontier,467,1,2020-09-15T22:54:15.000Z,2021-08-12T21:49:06.000Z
5893,Frontier,FRONT,frontier,467,1,2020-09-15T22:54:15.000Z,2021-08-12T21:49:06.000Z
5893,Frontier,FRONT,frontier,467,1,2020-09-15T22:54:15.000Z,2021-08-12T21:49:06.000Z
5894,DoYourTip,DYT,doyourtip,1832,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5894,DoYourTip,DYT,doyourtip,1832,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5894,DoYourTip,DYT,doyourtip,1832,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5894,DoYourTip,DYT,doyourtip,1832,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5894,DoYourTip,DYT,doyourtip,1832,1,2020-08-10T22:39:31.000Z,2021-08-12T21:49:06.000Z
5898,Index Chain,IDX,index-chain,4928,1,2020-07-21T23:24:11.000Z,2021-08-12T21:49:06.000Z
5899,Casper,CSPR,casper,267,1,2021-05-11T18:01:09.000Z,2021-08-12T21:46:06.000Z
5900,DigiDinar,DDR,digidinar,4624,1,2020-07-22T01:09:14.000Z,2021-08-12T21:49:06.000Z
5901,Union Fair Coin,UFC,union-fair-coin,2787,1,2020-07-22T22:10:03.000Z,2021-08-12T21:49:07.000Z
5901,Union Fair Coin,UFC,union-fair-coin,2787,1,2020-07-22T22:10:03.000Z,2021-08-12T21:49:07.000Z
5901,Union Fair Coin,UFC,union-fair-coin,2787,1,2020-07-22T22:10:03.000Z,2021-08-12T21:49:07.000Z
5901,Union Fair Coin,UFC,union-fair-coin,2787,1,2020-07-22T22:10:03.000Z,2021-08-12T21:49:07.000Z
5901,Union Fair Coin,UFC,union-fair-coin,2787,1,2020-07-22T22:10:03.000Z,2021-08-12T21:49:07.000Z
5902,DragonVein,DVC,dragonvein,1044,1,2020-07-22T22:59:14.000Z,2021-08-12T21:49:06.000Z
5902,DragonVein,DVC,dragonvein,1044,1,2020-07-22T22:59:14.000Z,2021-08-12T21:49:06.000Z
5902,DragonVein,DVC,dragonvein,1044,1,2020-07-22T22:59:14.000Z,2021-08-12T21:49:06.000Z
5902,DragonVein,DVC,dragonvein,1044,1,2020-07-22T22:59:14.000Z,2021-08-12T21:49:06.000Z
5902,DragonVein,DVC,dragonvein,1044,1,2020-07-22T22:59:14.000Z,2021-08-12T21:49:06.000Z
5903,Bitcoin True,BTCT,bitcoin-true,5116,1,2020-07-22T23:29:54.000Z,2021-08-12T21:49:06.000Z
