Coin,Date,Price
USDT,2015-02-26,1.205739974975586
USDT,2015-03-02,0.6065019965171814
USDT,2015-03-03,0.6062290072441101
USDT,2015-03-06,1
USDT,2015-03-07,1
USDT,2015-03-08,1
USDT,2015-03-09,1
USDT,2015-03-10,1
USDT,2015-03-11,1
USDT,2015-03-12,1
USDT,2015-03-13,1
USDT,2015-03-14,1
USDT,2015-03-15,1
USDT,2015-03-16,1
USDT,2015-03-17,1
USDT,2015-03-18,1
USDT,2015-03-19,1
USDT,2015-03-20,1
USDT,2015-03-21,1
USDT,2015-03-22,1
USDT,2015-03-23,1
USDT,2015-03-24,1
USDT,2015-03-25,1
USDT,2015-03-26,1
USDT,2015-03-27,1
USDT,2015-03-28,1
USDT,2015-03-29,1
USDT,2015-03-30,1
USDT,2015-03-31,1
USDT,2015-04-01,1
USDT,2015-04-02,1
USDT,2015-04-03,1
USDT,2015-04-04,1
USDT,2015-04-05,1
USDT,2015-04-06,1
USDT,2015-04-07,1
USDT,2015-04-08,1
USDT,2015-04-09,1
USDT,2015-04-10,1
USDT,2015-04-11,1
USDT,2015-04-12,1
USDT,2015-04-13,1
USDT,2015-04-14,1
USDT,2015-04-15,1
USDT,2015-04-16,1
USDT,2015-04-17,1
USDT,2015-04-18,1
USDT,2015-04-19,1
USDT,2015-04-20,1
USDT,2015-04-21,1
USDT,2015-04-22,1
USDT,2015-04-23,1
USDT,2015-04-24,1
USDT,2015-04-25,1
USDT,2015-04-26,1
USDT,2015-04-27,1
USDT,2015-04-28,1
USDT,2015-04-29,1
USDT,2015-04-30,1
USDT,2015-05-01,1
USDT,2015-05-02,1
USDT,2015-05-03,1
USDT,2015-05-04,1
USDT,2015-05-05,1
USDT,2015-05-06,1
USDT,2015-05-07,1
USDT,2015-05-08,1
USDT,2015-05-09,1
USDT,2015-05-10,1
USDT,2015-05-11,1
USDT,2015-05-12,1
USDT,2015-05-13,1
USDT,2015-05-14,1
USDT,2015-05-15,1
USDT,2015-05-16,1
USDT,2015-05-17,1
USDT,2015-05-18,1
USDT,2015-05-19,1
USDT,2015-05-20,1
USDT,2015-05-21,1
USDT,2015-05-22,1
USDT,2015-05-23,1
USDT,2015-05-24,1
USDT,2015-05-25,1
USDT,2015-05-26,1
USDT,2015-05-27,1
USDT,2015-05-28,1
USDT,2015-05-29,1
USDT,2015-05-30,1
USDT,2015-05-31,1
USDT,2015-06-01,1
USDT,2015-06-02,1
USDT,2015-06-03,1
USDT,2015-06-04,1
USDT,2015-06-05,1
USDT,2015-06-06,1
USDT,2015-06-07,1
USDT,2015-06-08,1
USDT,2015-06-09,1
USDT,2015-06-10,1
USDT,2015-06-11,1
USDT,2015-06-12,1
USDT,2015-06-13,1
USDT,2015-06-14,1
USDT,2015-06-15,1
USDT,2015-06-16,1
USDT,2015-06-17,1
USDT,2015-06-18,1
USDT,2015-06-19,1
USDT,2015-06-20,1
USDT,2015-06-21,1
USDT,2015-06-22,1
USDT,2015-06-23,1
USDT,2015-06-24,1
USDT,2015-06-25,1
USDT,2015-06-26,1
USDT,2015-06-27,1
USDT,2015-06-28,1
USDT,2015-06-29,1
USDT,2015-06-30,1
USDT,2015-07-01,1
USDT,2015-07-02,1
USDT,2015-07-03,1
USDT,2015-07-04,1
USDT,2015-07-05,1
USDT,2015-07-06,1
USDT,2015-07-07,1
USDT,2015-07-08,1
USDT,2015-07-09,1
USDT,2015-07-10,1
USDT,2015-07-11,1
USDT,2015-07-12,1
USDT,2015-07-13,1
USDT,2015-07-14,1
USDT,2015-07-15,1
USDT,2015-07-16,1
USDT,2015-07-17,1
USDT,2015-07-18,1
USDT,2015-07-19,1
USDT,2015-07-20,1
USDT,2015-07-21,1
USDT,2015-07-22,1
USDT,2015-07-23,1
USDT,2015-07-24,1
USDT,2015-07-25,1
USDT,2015-07-26,1
USDT,2015-07-27,1
USDT,2015-07-28,1
USDT,2015-07-29,1
USDT,2015-07-30,1
USDT,2015-07-31,1
USDT,2015-08-01,1
USDT,2015-08-02,1
USDT,2015-08-03,1
USDT,2015-08-04,1
USDT,2015-08-05,1
USDT,2015-08-06,1
USDT,2015-08-07,1
USDT,2015-08-08,1
USDT,2015-08-09,1
USDT,2015-08-10,1
USDT,2015-08-11,1
USDT,2015-08-12,1
USDT,2015-08-13,1
USDT,2015-08-14,1
USDT,2015-08-15,1
USDT,2015-08-16,1
USDT,2015-08-17,1
USDT,2015-08-18,1
USDT,2015-08-19,1
USDT,2015-08-20,1
USDT,2015-08-21,1
USDT,2015-08-22,1
USDT,2015-08-23,1
USDT,2015-08-24,1
USDT,2015-08-25,1
USDT,2015-08-26,1
USDT,2015-08-27,1
USDT,2015-08-28,1
USDT,2015-08-29,1
USDT,2015-08-30,1
USDT,2015-08-31,1
USDT,2015-09-01,1
USDT,2015-09-02,1
USDT,2015-09-03,1
USDT,2015-09-04,1
USDT,2015-09-05,1
USDT,2015-09-06,1
USDT,2015-09-07,1
USDT,2015-09-08,1
USDT,2015-09-09,1
USDT,2015-09-10,1
USDT,2015-09-11,1
USDT,2015-09-12,1
USDT,2015-09-13,1
USDT,2015-09-14,1
USDT,2015-09-15,1
USDT,2015-09-16,1
USDT,2015-09-17,1
USDT,2015-09-18,1
USDT,2015-09-19,1
USDT,2015-09-20,1
USDT,2015-09-21,1
USDT,2015-09-22,1
USDT,2015-09-23,1
USDT,2015-09-24,1
USDT,2015-09-25,1
USDT,2015-09-26,1
USDT,2015-09-27,1
USDT,2015-09-28,1
USDT,2015-09-29,1
USDT,2015-09-30,1
USDT,2015-10-01,1
USDT,2015-10-02,1
USDT,2015-10-03,1
USDT,2015-10-04,1
USDT,2015-10-05,1
USDT,2015-10-06,1
USDT,2015-10-07,1
USDT,2015-10-08,1
USDT,2015-10-09,1
USDT,2015-10-10,1
USDT,2015-10-11,1
USDT,2015-10-12,1
USDT,2015-10-13,1
USDT,2015-10-14,1
USDT,2015-10-15,1
USDT,2015-10-16,1
USDT,2015-10-17,1
USDT,2015-10-18,1
USDT,2015-10-19,1
USDT,2015-10-20,1
USDT,2015-10-21,1
USDT,2015-10-22,1
USDT,2015-10-23,1
USDT,2015-10-24,1
USDT,2015-10-25,1
USDT,2015-10-26,1
USDT,2015-10-27,1
USDT,2015-10-28,1
USDT,2015-10-29,1
USDT,2015-10-30,1
USDT,2015-10-31,1
USDT,2015-11-01,1
USDT,2015-11-02,1
USDT,2015-11-03,1
USDT,2015-11-04,1
USDT,2015-11-05,1
USDT,2015-11-06,1
USDT,2015-11-07,1
USDT,2015-11-08,1
USDT,2015-11-09,1
USDT,2015-11-10,1
USDT,2015-11-11,1
USDT,2015-11-12,1
USDT,2015-11-13,1
USDT,2015-11-14,1
USDT,2015-11-15,1
USDT,2015-11-16,1
USDT,2015-11-17,1
USDT,2015-11-18,1
USDT,2015-11-19,1
USDT,2015-11-20,1
USDT,2015-11-21,1
USDT,2015-11-22,1
USDT,2015-11-23,1
USDT,2015-11-24,1
USDT,2015-11-25,1
USDT,2015-11-26,1
USDT,2015-11-27,1
USDT,2015-11-28,1
USDT,2015-11-29,1
USDT,2015-11-30,1
USDT,2015-12-01,0.9999930262565613
USDT,2015-12-02,1
USDT,2015-12-03,1
USDT,2015-12-04,1
USDT,2015-12-05,1
USDT,2015-12-06,1
USDT,2015-12-07,1
USDT,2015-12-08,1.0001599788665771
USDT,2015-12-09,1.0000799894332886
USDT,2015-12-10,1
USDT,2015-12-11,1
USDT,2015-12-12,1
USDT,2015-12-13,1
USDT,2015-12-14,1
USDT,2015-12-15,1
USDT,2015-12-16,1
USDT,2015-12-17,1
USDT,2015-12-18,1
USDT,2015-12-19,1
USDT,2015-12-20,1
USDT,2015-12-21,0.9998639822006226
USDT,2015-12-22,0.999800980091095
USDT,2015-12-23,1
USDT,2015-12-24,1
USDT,2015-12-25,1
USDT,2015-12-26,1
USDT,2015-12-27,1
USDT,2015-12-28,1
USDT,2015-12-29,1
USDT,2015-12-30,1
USDT,2015-12-31,1
USDT,2016-01-01,1
USDT,2016-01-02,1
USDT,2016-01-03,1
USDT,2016-01-04,1
USDT,2016-01-05,1.000249981880188
USDT,2016-01-06,1
USDT,2016-01-07,1
USDT,2016-01-08,1
USDT,2016-01-09,1
USDT,2016-01-10,1
USDT,2016-01-11,1
USDT,2016-01-12,1
USDT,2016-01-13,1.0004500150680542
USDT,2016-01-14,1
USDT,2016-01-15,1
USDT,2016-01-16,1.0004099607467651
USDT,2016-01-17,1
USDT,2016-01-18,1
USDT,2016-01-19,1
USDT,2016-01-20,1
USDT,2016-01-21,1
USDT,2016-01-22,1.0000699758529663
USDT,2016-01-23,1.0001499652862549
USDT,2016-01-24,1.0000100135803223
USDT,2016-01-25,1.0000100135803223
USDT,2016-01-26,1
USDT,2016-01-27,1
USDT,2016-01-28,0.9999989867210388
USDT,2016-01-29,0.9999780058860779
USDT,2016-01-30,1
USDT,2016-01-31,0.9999989867210388
USDT,2016-02-01,0.9999690055847168
USDT,2016-02-02,1
USDT,2016-02-03,1
USDT,2016-02-04,1
USDT,2016-02-05,1
USDT,2016-02-06,1
USDT,2016-02-07,1
USDT,2016-02-08,1
USDT,2016-02-09,1
USDT,2016-02-10,1
USDT,2016-02-11,1
USDT,2016-02-12,1
USDT,2016-02-13,1
USDT,2016-02-14,1.0008900165557861
USDT,2016-02-15,1.0000100135803223
USDT,2016-02-16,1.0000100135803223
USDT,2016-02-17,1
USDT,2016-02-18,1
USDT,2016-02-19,1
USDT,2016-02-20,1
USDT,2016-02-21,1
USDT,2016-02-22,1
USDT,2016-02-23,1
USDT,2016-02-24,0.9998440146446228
USDT,2016-02-25,1
USDT,2016-02-26,1
USDT,2016-02-27,1
USDT,2016-02-28,1
USDT,2016-02-29,1.0000200271606445
USDT,2016-03-01,0.9999909996986389
USDT,2016-03-02,0.9999619722366333
USDT,2016-03-03,0.9999989867210388
USDT,2016-03-04,1
USDT,2016-03-05,1
USDT,2016-03-06,0.9999979734420776
USDT,2016-03-07,0.9999979734420776
USDT,2016-03-08,1
USDT,2016-03-09,0.9998949766159058
USDT,2016-03-10,0.9999939799308777
USDT,2016-03-11,0.9999949932098389
USDT,2016-03-12,0.9998949766159058
USDT,2016-03-13,0.9999179840087891
USDT,2016-03-14,0.9999939799308777
USDT,2016-03-15,1
USDT,2016-03-16,1
USDT,2016-03-17,0.999983012676239
USDT,2016-03-18,0.9999979734420776
USDT,2016-03-19,0.9999979734420776
USDT,2016-03-20,0.9999979734420776
USDT,2016-03-21,0.9999989867210388
USDT,2016-03-22,0.9999989867210388
USDT,2016-03-23,0.9999989867210388
USDT,2016-03-24,0.9999719858169556
USDT,2016-03-25,1
USDT,2016-03-26,1
USDT,2016-03-27,1
USDT,2016-03-28,1
USDT,2016-03-29,1
USDT,2016-03-30,1
USDT,2016-03-31,1
USDT,2016-04-01,1
USDT,2016-04-02,1
USDT,2016-04-03,1
USDT,2016-04-04,1
USDT,2016-04-05,1
USDT,2016-04-06,1.0000200271606445
USDT,2016-04-07,1.0000200271606445
USDT,2016-04-08,1
USDT,2016-04-09,1
USDT,2016-04-10,1
USDT,2016-04-11,0.9998610019683838
USDT,2016-04-12,1
USDT,2016-04-13,1
USDT,2016-04-14,1
USDT,2016-04-15,1
USDT,2016-04-16,1
USDT,2016-04-17,1
USDT,2016-04-18,1
USDT,2016-04-19,1
USDT,2016-04-20,1
USDT,2016-04-21,1
USDT,2016-04-22,1
USDT,2016-04-23,1
USDT,2016-04-24,1
USDT,2016-04-25,1
USDT,2016-04-26,1
USDT,2016-04-27,1
USDT,2016-04-28,1
USDT,2016-04-29,1
USDT,2016-04-30,1
USDT,2016-05-01,1
USDT,2016-05-02,1
USDT,2016-05-03,1
USDT,2016-05-04,1
USDT,2016-05-05,1
USDT,2016-05-06,1
USDT,2016-05-07,1
USDT,2016-05-08,1
USDT,2016-05-09,1
USDT,2016-05-10,1
USDT,2016-05-11,1
USDT,2016-05-12,1
USDT,2016-05-13,1.0032600164413452
USDT,2016-05-14,1.0035799741744995
USDT,2016-05-15,1
USDT,2016-05-16,1
USDT,2016-05-17,1
USDT,2016-05-18,1
USDT,2016-05-19,1
USDT,2016-05-20,1
USDT,2016-05-21,1
USDT,2016-05-22,1
USDT,2016-05-23,1
USDT,2016-05-24,1.0000200271606445
USDT,2016-05-25,1
USDT,2016-05-26,1
USDT,2016-05-27,1
USDT,2016-05-28,1
USDT,2016-05-29,1
USDT,2016-05-30,1
USDT,2016-05-31,1
USDT,2016-06-01,1
USDT,2016-06-02,1
USDT,2016-06-03,1
USDT,2016-06-04,1
USDT,2016-06-05,1
USDT,2016-06-06,1
USDT,2016-06-07,1
USDT,2016-06-08,1
USDT,2016-06-09,1
USDT,2016-06-10,1
USDT,2016-06-11,1
USDT,2016-06-12,1
USDT,2016-06-13,1
USDT,2016-06-14,1
USDT,2016-06-15,1
USDT,2016-06-16,0.9999989867210388
USDT,2016-06-17,0.9999989867210388
USDT,2016-06-18,0.9999989867210388
USDT,2016-06-19,0.9999989867210388
USDT,2016-06-20,1
USDT,2016-06-21,1
USDT,2016-06-22,1
USDT,2016-06-23,1
USDT,2016-06-24,1.0000100135803223
USDT,2016-06-25,1.0000100135803223
USDT,2016-06-26,1.0000100135803223
USDT,2016-06-27,0.9999510049819946
USDT,2016-06-28,1
USDT,2016-06-29,1
USDT,2016-06-30,1
USDT,2016-07-01,1
USDT,2016-07-02,1
USDT,2016-07-03,1
USDT,2016-07-04,1
USDT,2016-07-05,1
USDT,2016-07-06,1
USDT,2016-07-07,0.9999909996986389
USDT,2016-07-08,0.9999989867210388
USDT,2016-07-09,0.9999989867210388
USDT,2016-07-10,0.9999989867210388
USDT,2016-07-11,1.0001599788665771
USDT,2016-07-12,1
USDT,2016-07-13,1
USDT,2016-07-14,1
USDT,2016-07-15,1
USDT,2016-07-16,1
USDT,2016-07-17,1
USDT,2016-07-18,1
USDT,2016-07-19,1.0000100135803223
USDT,2016-07-20,1
USDT,2016-07-21,1
USDT,2016-07-22,1
USDT,2016-07-23,1
USDT,2016-07-24,1
USDT,2016-07-25,0.9999989867210388
USDT,2016-07-26,1
USDT,2016-07-27,1
USDT,2016-07-28,1
USDT,2016-07-29,1.0000799894332886
USDT,2016-07-30,1.0000100135803223
USDT,2016-07-31,0.9999629855155945
USDT,2016-08-01,0.9999989867210388
USDT,2016-08-02,0.9999949932098389
USDT,2016-08-03,0.9999960064888
USDT,2016-08-04,0.9999960064888
USDT,2016-08-05,0.9998329877853394
USDT,2016-08-06,0.9995570182800293
USDT,2016-08-07,0.9995570182800293
USDT,2016-08-08,0.9995570182800293
USDT,2016-08-09,0.9995570182800293
USDT,2016-08-10,0.9735599756240845
USDT,2016-08-11,0.9623749852180481
USDT,2016-08-12,0.9620580077171326
USDT,2016-08-13,0.9999989867210388
USDT,2016-08-14,0.9999989867210388
USDT,2016-08-15,0.9999989867210388
USDT,2016-08-16,1
USDT,2016-08-17,1
USDT,2016-08-18,1
USDT,2016-08-19,1
USDT,2016-08-20,1
USDT,2016-08-21,1
USDT,2016-08-22,1
USDT,2016-08-23,1
USDT,2016-08-24,1
USDT,2016-08-25,1
USDT,2016-08-26,1
USDT,2016-08-27,1
USDT,2016-08-28,1
USDT,2016-08-29,1
USDT,2016-08-30,1
USDT,2016-08-31,1
USDT,2016-09-01,1
USDT,2016-09-02,1
USDT,2016-09-03,1
USDT,2016-09-04,1
USDT,2016-09-05,1
USDT,2016-09-06,1
USDT,2016-09-07,1
USDT,2016-09-08,1
USDT,2016-09-09,1
USDT,2016-09-10,1
USDT,2016-09-11,1
USDT,2016-09-12,1.0006999969482422
USDT,2016-09-13,1.0000100135803223
USDT,2016-09-14,1
USDT,2016-09-15,0.9999930262565613
USDT,2016-09-16,0.9999989867210388
USDT,2016-09-17,0.9999989867210388
USDT,2016-09-18,0.9999229907989502
USDT,2016-09-19,0.9999989867210388
USDT,2016-09-20,0.9999989867210388
USDT,2016-09-21,0.9999880194664001
USDT,2016-09-22,0.9999989867210388
USDT,2016-09-23,0.9999989867210388
USDT,2016-09-24,0.9999989867210388
USDT,2016-09-25,1
USDT,2016-09-26,1
USDT,2016-09-27,1
USDT,2016-09-28,1
USDT,2016-09-29,1
USDT,2016-09-30,1
USDT,2016-10-01,1
USDT,2016-10-02,0.9999979734420776
USDT,2016-10-03,0.9999979734420776
USDT,2016-10-04,1
USDT,2016-10-05,1
USDT,2016-10-06,1
USDT,2016-10-07,1
USDT,2016-10-08,1
USDT,2016-10-09,1
USDT,2016-10-10,1
USDT,2016-10-11,1
USDT,2016-10-12,1
USDT,2016-10-13,1
USDT,2016-10-14,0.9999989867210388
USDT,2016-10-15,1
USDT,2016-10-16,1
USDT,2016-10-17,1
USDT,2016-10-18,1
USDT,2016-10-19,1
USDT,2016-10-20,1
USDT,2016-10-21,1
USDT,2016-10-22,1
USDT,2016-10-23,1
USDT,2016-10-24,1
USDT,2016-10-25,1
USDT,2016-10-26,1
USDT,2016-10-27,1
USDT,2016-10-28,1
USDT,2016-10-29,1
USDT,2016-10-30,1
USDT,2016-10-31,1
USDT,2016-11-01,1
USDT,2016-11-02,1
USDT,2016-11-03,1
USDT,2016-11-04,1
USDT,2016-11-05,1
USDT,2016-11-06,1
USDT,2016-11-07,1
USDT,2016-11-08,1
USDT,2016-11-09,1
USDT,2016-11-10,0.9999970197677612
USDT,2016-11-11,1
USDT,2016-11-12,1
USDT,2016-11-13,1
USDT,2016-11-14,1
USDT,2016-11-15,1
USDT,2016-11-16,1
USDT,2016-11-17,1
USDT,2016-11-18,1
USDT,2016-11-19,1
USDT,2016-11-20,1
USDT,2016-11-21,1
USDT,2016-11-22,1
USDT,2016-11-23,1
USDT,2016-11-24,1
USDT,2016-11-25,1
USDT,2016-11-26,1
USDT,2016-11-27,1
USDT,2016-11-28,1
USDT,2016-11-29,1
USDT,2016-11-30,1
USDT,2016-12-01,1
USDT,2016-12-02,1
USDT,2016-12-03,1.0000200271606445
USDT,2016-12-04,1.0001800060272217
USDT,2016-12-05,1.0000200271606445
USDT,2016-12-06,1
USDT,2016-12-07,1
USDT,2016-12-08,1
USDT,2016-12-09,1
USDT,2016-12-10,1
USDT,2016-12-11,1
USDT,2016-12-12,1
USDT,2016-12-13,1
USDT,2016-12-14,1
USDT,2016-12-15,1
USDT,2016-12-16,1.0000300407409668
USDT,2016-12-17,1.0000300407409668
USDT,2016-12-18,1.0000100135803223
USDT,2016-12-19,1
USDT,2016-12-20,1
USDT,2016-12-21,1
USDT,2016-12-22,1
USDT,2016-12-23,1.0001699924468994
USDT,2016-12-24,1.0000100135803223
USDT,2016-12-25,1.0000100135803223
USDT,2016-12-26,1.0000100135803223
USDT,2016-12-27,1.0000100135803223
USDT,2016-12-28,1.000040054321289
USDT,2016-12-29,1.0000200271606445
USDT,2016-12-30,1.0000200271606445
USDT,2016-12-31,1.0000100135803223
USDT,2017-01-01,1.0000100135803223
USDT,2017-01-02,1.0000100135803223
USDT,2017-01-03,1.0000100135803223
USDT,2017-01-04,1.0000100135803223
USDT,2017-01-05,1.0000100135803223
USDT,2017-01-06,1.0000100135803223
USDT,2017-01-07,1.0000100135803223
USDT,2017-01-08,1.0000100135803223
USDT,2017-01-09,1.0000100135803223
USDT,2017-01-10,1.0000100135803223
USDT,2017-01-11,1.0000100135803223
USDT,2017-01-12,1.0000100135803223
USDT,2017-01-13,1.0000100135803223
USDT,2017-01-14,1.0000300407409668
USDT,2017-01-15,1.0000200271606445
USDT,2017-01-16,1.0000100135803223
USDT,2017-01-17,1.0000100135803223
USDT,2017-01-18,1.0000100135803223
USDT,2017-01-19,1.0000100135803223
USDT,2017-01-20,1.0000100135803223
USDT,2017-01-21,1.0000100135803223
USDT,2017-01-22,1.0000100135803223
USDT,2017-01-23,1.0000100135803223
USDT,2017-01-24,1.0000100135803223
USDT,2017-01-25,1.0000100135803223
USDT,2017-01-26,1.0000100135803223
USDT,2017-01-27,1.0000100135803223
USDT,2017-01-28,1.0000100135803223
USDT,2017-01-29,1.0000100135803223
USDT,2017-01-30,1.0003199577331543
USDT,2017-01-31,0.9999970197677612
USDT,2017-02-01,0.9999989867210388
USDT,2017-02-02,0.9999939799308777
USDT,2017-02-03,0.9999979734420776
USDT,2017-02-04,0.9999989867210388
USDT,2017-02-05,0.9999989867210388
USDT,2017-02-06,0.9999979734420776
USDT,2017-02-07,0.9999989867210388
USDT,2017-02-08,0.9999989867210388
USDT,2017-02-09,0.9999989867210388
USDT,2017-02-10,0.9999989867210388
USDT,2017-02-11,0.9999989867210388
USDT,2017-02-12,0.9999989867210388
USDT,2017-02-13,1
USDT,2017-02-14,1
USDT,2017-02-15,1.00177001953125
USDT,2017-02-16,1.0000499486923218
USDT,2017-02-17,1.0000200271606445
USDT,2017-02-18,1.0000100135803223
USDT,2017-02-19,0.9998980164527893
USDT,2017-02-20,0.9999970197677612
USDT,2017-02-21,0.9997599720954895
USDT,2017-02-22,0.9999669790267944
USDT,2017-02-23,0.9999970197677612
USDT,2017-02-24,0.9999979734420776
USDT,2017-02-25,1.000040054321289
USDT,2017-02-26,1.0000100135803223
USDT,2017-02-27,1.0000699758529663
USDT,2017-02-28,0.999970018863678
USDT,2017-03-01,0.9999979734420776
USDT,2017-03-02,1
USDT,2017-03-03,1
USDT,2017-03-04,1.0000100135803223
USDT,2017-03-05,1.0000100135803223
USDT,2017-03-06,1.000059962272644
USDT,2017-03-07,1.0000200271606445
USDT,2017-03-08,1.0000100135803223
USDT,2017-03-09,0.9999060034751892
USDT,2017-03-10,0.9999899864196777
USDT,2017-03-11,1.000040054321289
USDT,2017-03-12,1.0000799894332886
USDT,2017-03-13,1.000040054321289
USDT,2017-03-14,1.0000200271606445
USDT,2017-03-15,1.0000100135803223
USDT,2017-03-16,1.0000300407409668
USDT,2017-03-17,1.0000300407409668
USDT,2017-03-18,1.0000300407409668
USDT,2017-03-19,1.0000499486923218
USDT,2017-03-20,1.0002100467681885
USDT,2017-03-21,1.0000300407409668
USDT,2017-03-22,1.000040054321289
USDT,2017-03-23,1.0000699758529663
USDT,2017-03-24,0.9998959898948669
USDT,2017-03-25,0.9999160170555115
USDT,2017-03-26,1.0000100135803223
USDT,2017-03-27,1.0000100135803223
USDT,2017-03-28,1.0000100135803223
USDT,2017-03-29,0.9999470114707947
USDT,2017-03-30,0.9999859929084778
USDT,2017-03-31,1
USDT,2017-04-01,0.9995859861373901
USDT,2017-04-02,1.0009499788284302
USDT,2017-04-03,0.9997519850730896
USDT,2017-04-04,1.0000200271606445
USDT,2017-04-05,1.0001100301742554
USDT,2017-04-06,0.9999390244483948
USDT,2017-04-07,0.9998729825019836
USDT,2017-04-08,0.9997159838676453
USDT,2017-04-09,0.9999600052833557
USDT,2017-04-10,0.9999309778213501
USDT,2017-04-11,0.9998430013656616
USDT,2017-04-12,0.9995620250701904
USDT,2017-04-13,0.9996119737625122
USDT,2017-04-14,0.998986005783081
USDT,2017-04-15,0.9999390244483948
USDT,2017-04-16,0.9994580149650574
USDT,2017-04-17,0.999288022518158
USDT,2017-04-18,0.9996160268783569
USDT,2017-04-19,0.9995229840278625
USDT,2017-04-20,0.9982749819755554
USDT,2017-04-21,0.98416900634765625
USDT,2017-04-22,0.9409289956092834
USDT,2017-04-23,0.9213330149650574
USDT,2017-04-24,0.9178900122642517
USDT,2017-04-25,0.9135950207710266
USDT,2017-04-26,0.9210500121116638
USDT,2017-04-27,0.9243509769439697
USDT,2017-04-28,0.9345420002937317
USDT,2017-04-29,0.937192976474762
USDT,2017-04-30,0.9368540048599243
USDT,2017-05-01,0.9358710050582886
USDT,2017-05-02,0.9326069951057434
USDT,2017-05-03,0.9333509802818298
USDT,2017-05-04,0.9459310173988342
USDT,2017-05-05,0.9556009769439697
USDT,2017-05-06,0.9686189889907837
USDT,2017-05-07,0.9689900279045105
USDT,2017-05-08,0.9672600030899048
USDT,2017-05-09,0.9704869985580444
USDT,2017-05-10,0.9819999933242798
USDT,2017-05-11,0.9837210178375244
USDT,2017-05-12,0.976069986820221
USDT,2017-05-13,0.9736480116844177
USDT,2017-05-14,0.9811059832572937
USDT,2017-05-15,0.9672979712486267
USDT,2017-05-16,0.9585909843444824
USDT,2017-05-17,0.970429003238678
USDT,2017-05-18,0.9671429991722107
USDT,2017-05-19,1.0011999607086182
USDT,2017-05-20,0.9934309720993042
USDT,2017-05-21,1.0000799894332886
USDT,2017-05-22,1.0078599452972412
USDT,2017-05-23,1.0062999725341797
USDT,2017-05-24,1.016860008239746
USDT,2017-05-25,1.0365999937057495
USDT,2017-05-26,1.0362099409103394
USDT,2017-05-27,1.0236899852752686
USDT,2017-05-28,1.0424400568008423
USDT,2017-05-29,1.0216000080108643
USDT,2017-05-30,1.0095100402832031
USDT,2017-05-31,1.0362800359725952
USDT,2017-06-01,1.0305700302124023
USDT,2017-06-02,1.0238800048828125
USDT,2017-06-03,1.0232199430465698
USDT,2017-06-04,1.011639952659607
USDT,2017-06-05,1.016800045967102
USDT,2017-06-06,1.004830002784729
USDT,2017-06-07,1.0089800357818604
USDT,2017-06-08,1.0047600269317627
USDT,2017-06-09,1.0006699562072754
USDT,2017-06-10,1.0243699550628662
USDT,2017-06-11,1.0081700086593628
USDT,2017-06-12,1.0177600383758545
USDT,2017-06-13,1.008389949798584
USDT,2017-06-14,1.0251599550247192
USDT,2017-06-15,1.0174299478530884
USDT,2017-06-16,1.0156199932098389
USDT,2017-06-17,0.9885839819908142
USDT,2017-06-18,1.0028200149536133
USDT,2017-06-19,0.9864060282707214
USDT,2017-06-20,0.975271999835968
USDT,2017-06-21,0.9813609719276428
USDT,2017-06-22,0.9729019999504089
USDT,2017-06-23,1.00600004196167
USDT,2017-06-24,1.0204999446868896
USDT,2017-06-25,1.0131499767303467
USDT,2017-06-26,1.01010000705719
USDT,2017-06-27,1.0071300268173218
USDT,2017-06-28,1.0117900371551514
USDT,2017-06-29,1.017799973487854
USDT,2017-06-30,1.0058300495147705
USDT,2017-07-01,1.0199700593948364
USDT,2017-07-02,1.020259976387024
USDT,2017-07-03,1.000749945640564
USDT,2017-07-04,0.9988279938697815
USDT,2017-07-05,0.9964600205421448
USDT,2017-07-06,1.003600001335144
USDT,2017-07-07,1.0079900026321411
USDT,2017-07-08,0.9997249841690063
USDT,2017-07-09,1.0099200010299683
USDT,2017-07-10,1.007949948310852
USDT,2017-07-11,1.0122900009155273
USDT,2017-07-12,0.9974560141563416
USDT,2017-07-13,1.0038299560546875
USDT,2017-07-14,1.003000020980835
USDT,2017-07-15,1.0019700527191162
USDT,2017-07-16,0.9991610050201416
USDT,2017-07-17,0.9968879818916321
USDT,2017-07-18,0.9982159733772278
USDT,2017-07-19,1.0030900239944458
USDT,2017-07-20,0.9868659973144531
USDT,2017-07-21,0.9972019791603088
USDT,2017-07-22,0.9932000041007996
USDT,2017-07-23,0.9977610111236572
USDT,2017-07-24,0.9939969778060913
USDT,2017-07-25,0.9998019933700562
USDT,2017-07-26,0.9969549775123596
USDT,2017-07-27,0.9972749948501587
USDT,2017-07-28,1.0019400119781494
USDT,2017-07-29,0.9966189861297607
USDT,2017-07-30,0.9988679885864258
USDT,2017-07-31,1.000920057296753
USDT,2017-08-01,0.996819019317627
USDT,2017-08-02,1.0014300346374512
USDT,2017-08-03,0.9693040251731873
USDT,2017-08-04,1.004349946975708
USDT,2017-08-05,0.9983140230178833
USDT,2017-08-06,1.001039981842041
USDT,2017-08-07,0.996254026889801
USDT,2017-08-08,1.0015100240707397
USDT,2017-08-09,1.0028599500656128
USDT,2017-08-10,0.9929909706115723
USDT,2017-08-11,1.0008900165557861
USDT,2017-08-12,1.0011299848556519
USDT,2017-08-13,0.9986159801483154
USDT,2017-08-14,0.9981629848480225
USDT,2017-08-15,1.0015300512313843
USDT,2017-08-16,1.0011999607086182
